"No.","Time","Source","Destination","Protocol","Length","Info","Source Port","Dest Port"
"2543","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1979  >  80 [RST] Seq=1 Win=0 Len=0","1979","80"
"2544","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1980  >  80 [RST] Seq=1 Win=0 Len=0","1980","80"
"2545","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1981  >  80 [RST] Seq=1 Win=0 Len=0","1981","80"
"2546","1595013268.738","192.168.56.105","192.168.56.104","TCP","54","2145  >  80 [SYN] Seq=0 Win=512 Len=0","2145","80"
"2547","1595013268.738","192.168.56.105","192.168.56.104","TCP","54","2146  >  80 [SYN] Seq=0 Win=512 Len=0","2146","80"
"2548","1595013268.738","192.168.56.105","192.168.56.104","TCP","54","2147  >  80 [SYN] Seq=0 Win=512 Len=0","2147","80"
"2549","1595013268.738","192.168.56.105","192.168.56.104","TCP","54","2148  >  80 [SYN] Seq=0 Win=512 Len=0","2148","80"
"2550","1595013268.738","192.168.56.105","192.168.56.104","TCP","54","2149  >  80 [SYN] Seq=0 Win=512 Len=0","2149","80"
"2551","1595013268.738","192.168.56.105","192.168.56.104","TCP","54","2150  >  80 [SYN] Seq=0 Win=512 Len=0","2150","80"
"2552","1595013268.738","192.168.56.105","192.168.56.104","TCP","54","2151  >  80 [SYN] Seq=0 Win=512 Len=0","2151","80"
"2553","1595013268.738","192.168.56.105","192.168.56.104","TCP","54","2152  >  80 [SYN] Seq=0 Win=512 Len=0","2152","80"
"2554","1595013268.738","192.168.56.105","192.168.56.104","TCP","54","2153  >  80 [SYN] Seq=0 Win=512 Len=0","2153","80"
"2555","1595013268.738","192.168.56.105","192.168.56.104","TCP","54","2154  >  80 [SYN] Seq=0 Win=512 Len=0","2154","80"
"2556","1595013268.738","192.168.56.105","192.168.56.104","TCP","54","2155  >  80 [SYN] Seq=0 Win=512 Len=0","2155","80"
"2557","1595013268.738","192.168.56.105","192.168.56.104","TCP","54","2156  >  80 [SYN] Seq=0 Win=512 Len=0","2156","80"
"2558","1595013268.738","192.168.56.105","192.168.56.104","TCP","54","2157  >  80 [SYN] Seq=0 Win=512 Len=0","2157","80"
"2559","1595013268.738","192.168.56.105","192.168.56.104","TCP","54","2158  >  80 [SYN] Seq=0 Win=512 Len=0","2158","80"
"2560","1595013268.738","192.168.56.105","192.168.56.104","TCP","54","2159  >  80 [SYN] Seq=0 Win=512 Len=0","2159","80"
"2561","1595013268.738","192.168.56.105","192.168.56.104","TCP","54","2160  >  80 [SYN] Seq=0 Win=512 Len=0","2160","80"
"2562","1595013268.738","192.168.56.105","192.168.56.104","TCP","54","2161  >  80 [SYN] Seq=0 Win=512 Len=0","2161","80"
"2563","1595013268.738","192.168.56.105","192.168.56.104","TCP","54","2162  >  80 [SYN] Seq=0 Win=512 Len=0","2162","80"
"2564","1595013268.738","192.168.56.105","192.168.56.104","TCP","54","2163  >  80 [SYN] Seq=0 Win=512 Len=0","2163","80"
"2565","1595013268.738","192.168.56.105","192.168.56.104","TCP","54","2164  >  80 [SYN] Seq=0 Win=512 Len=0","2164","80"
"2566","1595013268.738","192.168.56.105","192.168.56.104","TCP","54","2165  >  80 [SYN] Seq=0 Win=512 Len=0","2165","80"
"2567","1595013268.738","192.168.56.105","192.168.56.104","TCP","54","[TCP Port numbers reused] 2165  >  80 [SYN] Seq=0 Win=512 Len=0","2165","80"
"2568","1595013268.738","192.168.56.105","192.168.56.104","TCP","54","2167  >  80 [SYN] Seq=0 Win=512 Len=0","2167","80"
"2569","1595013268.738","192.168.56.105","192.168.56.104","TCP","54","2168  >  80 [SYN] Seq=0 Win=512 Len=0","2168","80"
"2570","1595013268.738","192.168.56.105","192.168.56.104","TCP","54","2169  >  80 [SYN] Seq=0 Win=512 Len=0","2169","80"
"2571","1595013268.738","192.168.56.105","192.168.56.104","TCP","54","2170  >  80 [SYN] Seq=0 Win=512 Len=0","2170","80"
"2572","1595013268.738","192.168.56.105","192.168.56.104","TCP","54","2171  >  80 [SYN] Seq=0 Win=512 Len=0","2171","80"
"2573","1595013268.738","192.168.56.104","192.168.56.105","TCP","60","80  >  1983 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","1983"
"2574","1595013268.738","192.168.56.105","192.168.56.104","TCP","54","2172  >  80 [SYN] Seq=0 Win=512 Len=0","2172","80"
"2575","1595013268.738","192.168.56.104","192.168.56.105","TCP","60","80  >  1984 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","1984"
"2576","1595013268.738","192.168.56.104","192.168.56.105","TCP","60","80  >  1985 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","1985"
"2577","1595013268.738","192.168.56.105","192.168.56.104","TCP","54","1983  >  80 [RST] Seq=1 Win=0 Len=0","1983","80"
"2578","1595013268.738","192.168.56.105","192.168.56.104","TCP","54","1984  >  80 [RST] Seq=1 Win=0 Len=0","1984","80"
"2579","1595013268.738","192.168.56.104","192.168.56.105","TCP","60","80  >  1986 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","1986"
"2580","1595013268.738","192.168.56.104","192.168.56.105","TCP","60","80  >  1987 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","1987"
"2581","1595013268.738","192.168.56.104","192.168.56.105","TCP","60","80  >  1988 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","1988"
"2582","1595013268.738","192.168.56.105","192.168.56.104","TCP","54","1985  >  80 [RST] Seq=1 Win=0 Len=0","1985","80"
"2583","1595013268.738","192.168.56.105","192.168.56.104","TCP","54","1986  >  80 [RST] Seq=1 Win=0 Len=0","1986","80"
"2584","1595013268.738","192.168.56.105","192.168.56.104","TCP","54","1987  >  80 [RST] Seq=1 Win=0 Len=0","1987","80"
"2585","1595013268.738","192.168.56.104","192.168.56.105","TCP","60","80  >  1989 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","1989"
"2586","1595013268.738","192.168.56.104","192.168.56.105","TCP","60","80  >  1990 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","1990"
"2587","1595013268.738","192.168.56.105","192.168.56.104","TCP","54","1988  >  80 [RST] Seq=1 Win=0 Len=0","1988","80"
"2588","1595013268.738","192.168.56.105","192.168.56.104","TCP","54","1989  >  80 [RST] Seq=1 Win=0 Len=0","1989","80"
"2589","1595013268.738","192.168.56.105","192.168.56.104","TCP","54","1990  >  80 [RST] Seq=1 Win=0 Len=0","1990","80"
"2590","1595013268.738","192.168.56.104","192.168.56.105","TCP","60","80  >  1991 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","1991"
"2591","1595013268.739","192.168.56.105","192.168.56.104","TCP","54","[TCP Port numbers reused] 2172  >  80 [SYN] Seq=0 Win=512 Len=0","2172","80"
"2592","1595013268.739","192.168.56.105","192.168.56.104","TCP","54","2173  >  80 [SYN] Seq=0 Win=512 Len=0","2173","80"
"2593","1595013268.740","192.168.56.105","192.168.56.104","TCP","54","2174  >  80 [SYN] Seq=0 Win=512 Len=0","2174","80"
"2594","1595013268.742","192.168.56.105","192.168.56.104","TCP","54","2175  >  80 [SYN] Seq=0 Win=512 Len=0","2175","80"
"2595","1595013268.744","192.168.56.105","192.168.56.104","TCP","54","2176  >  80 [SYN] Seq=0 Win=512 Len=0","2176","80"
"2596","1595013268.745","192.168.56.105","192.168.56.104","TCP","54","2177  >  80 [SYN] Seq=0 Win=512 Len=0","2177","80"
"2597","1595013268.745","192.168.56.105","192.168.56.104","TCP","54","1991  >  80 [RST] Seq=1 Win=0 Len=0","1991","80"
"2598","1595013268.745","192.168.56.105","192.168.56.104","TCP","54","2178  >  80 [SYN] Seq=0 Win=512 Len=0","2178","80"
"2599","1595013268.745","192.168.56.105","192.168.56.104","TCP","54","2180  >  80 [SYN] Seq=0 Win=512 Len=0","2180","80"
"2600","1595013268.745","192.168.56.105","192.168.56.104","TCP","54","2181  >  80 [SYN] Seq=0 Win=512 Len=0","2181","80"
"2601","1595013268.746","192.168.56.105","192.168.56.104","TCP","54","2182  >  80 [SYN] Seq=0 Win=512 Len=0","2182","80"
"2602","1595013268.746","192.168.56.105","192.168.56.104","TCP","54","2183  >  80 [SYN] Seq=0 Win=512 Len=0","2183","80"
"2603","1595013268.746","192.168.56.105","192.168.56.104","TCP","54","2184  >  80 [SYN] Seq=0 Win=512 Len=0","2184","80"
"2604","1595013268.746","192.168.56.105","192.168.56.104","TCP","54","2185  >  80 [SYN] Seq=0 Win=512 Len=0","2185","80"
"2605","1595013268.746","192.168.56.105","192.168.56.104","TCP","54","2186  >  80 [SYN] Seq=0 Win=512 Len=0","2186","80"
"2606","1595013268.746","192.168.56.105","192.168.56.104","TCP","54","2187  >  80 [SYN] Seq=0 Win=512 Len=0","2187","80"
"2607","1595013268.746","192.168.56.105","192.168.56.104","TCP","54","2188  >  80 [SYN] Seq=0 Win=512 Len=0","2188","80"
"2608","1595013268.746","192.168.56.104","192.168.56.105","TCP","60","80  >  1992 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","1992"
"2609","1595013268.746","192.168.56.104","192.168.56.105","TCP","60","80  >  1993 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","1993"
"2610","1595013268.746","192.168.56.104","192.168.56.105","TCP","60","80  >  1994 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","1994"
"2611","1595013268.746","192.168.56.104","192.168.56.105","TCP","60","80  >  1995 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","1995"
"2612","1595013268.746","192.168.56.104","192.168.56.105","TCP","60","80  >  1996 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","1996"
"2613","1595013268.746","192.168.56.104","192.168.56.105","TCP","60","80  >  1997 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","1997"
"2614","1595013268.746","192.168.56.104","192.168.56.105","TCP","60","80  >  1998 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","1998"
"2615","1595013268.746","192.168.56.104","192.168.56.105","TCP","60","80  >  1999 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","1999"
"2616","1595013268.746","192.168.56.104","192.168.56.105","TCP","60","80  >  2000 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","2000"
"2617","1595013268.746","192.168.56.104","192.168.56.105","TCP","60","80  >  2001 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","2001"
"2618","1595013268.746","192.168.56.104","192.168.56.105","TCP","60","80  >  2002 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","2002"
"2619","1595013268.746","192.168.56.104","192.168.56.105","TCP","60","80  >  2003 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","2003"
"2620","1595013268.746","192.168.56.104","192.168.56.105","TCP","60","80  >  2004 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","2004"
"2621","1595013268.746","192.168.56.104","192.168.56.105","TCP","60","80  >  2005 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","2005"
"2622","1595013268.746","192.168.56.104","192.168.56.105","TCP","60","80  >  2006 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","2006"
"2623","1595013268.746","192.168.56.104","192.168.56.105","TCP","60","80  >  2007 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","2007"
"2624","1595013268.746","192.168.56.104","192.168.56.105","TCP","60","80  >  2008 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","2008"
"2625","1595013268.746","192.168.56.104","192.168.56.105","TCP","60","80  >  2009 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","2009"
"2626","1595013268.746","192.168.56.104","192.168.56.105","TCP","60","80  >  2010 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","2010"
"2627","1595013268.746","192.168.56.104","192.168.56.105","TCP","60","80  >  2011 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","2011"
"2628","1595013268.746","192.168.56.104","192.168.56.105","TCP","60","80  >  2012 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","2012"
"2629","1595013268.746","192.168.56.104","192.168.56.105","TCP","60","80  >  2013 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","2013"
"2630","1595013268.746","192.168.56.104","192.168.56.105","TCP","60","80  >  2014 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","2014"
"2631","1595013268.746","192.168.56.104","192.168.56.105","TCP","60","80  >  2015 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","2015"
"2632","1595013268.746","192.168.56.104","192.168.56.105","TCP","60","80  >  2016 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","2016"
"2633","1595013268.746","192.168.56.104","192.168.56.105","TCP","60","80  >  2017 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","2017"
"2634","1595013268.746","192.168.56.104","192.168.56.105","TCP","60","80  >  2018 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","2018"
"2635","1595013268.746","192.168.56.104","192.168.56.105","TCP","60","80  >  2019 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","2019"
"2636","1595013268.746","192.168.56.104","192.168.56.105","TCP","60","80  >  2020 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","2020"
"2637","1595013268.746","192.168.56.104","192.168.56.105","TCP","60","80  >  2021 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","2021"
"2638","1595013268.746","192.168.56.104","192.168.56.105","TCP","60","80  >  2022 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","2022"
"2639","1595013268.746","192.168.56.104","192.168.56.105","TCP","60","80  >  2023 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","2023"
"2640","1595013268.746","192.168.56.105","192.168.56.104","TCP","54","1992  >  80 [RST] Seq=1 Win=0 Len=0","1992","80"
"2641","1595013268.746","192.168.56.105","192.168.56.104","TCP","54","2189  >  80 [SYN] Seq=0 Win=512 Len=0","2189","80"
"2642","1595013268.746","192.168.56.105","192.168.56.104","TCP","54","2190  >  80 [SYN] Seq=0 Win=512 Len=0","2190","80"
"2643","1595013268.746","192.168.56.105","192.168.56.104","TCP","54","1993  >  80 [RST] Seq=1 Win=0 Len=0","1993","80"
"2644","1595013268.746","192.168.56.105","192.168.56.104","TCP","54","1994  >  80 [RST] Seq=1 Win=0 Len=0","1994","80"
"2645","1595013268.746","192.168.56.105","192.168.56.104","TCP","54","1995  >  80 [RST] Seq=1 Win=0 Len=0","1995","80"
"2646","1595013268.746","192.168.56.105","192.168.56.104","TCP","54","1996  >  80 [RST] Seq=1 Win=0 Len=0","1996","80"
"2647","1595013268.746","192.168.56.105","192.168.56.104","TCP","54","1997  >  80 [RST] Seq=1 Win=0 Len=0","1997","80"
"2648","1595013268.746","192.168.56.105","192.168.56.104","TCP","54","1998  >  80 [RST] Seq=1 Win=0 Len=0","1998","80"
"2649","1595013268.746","192.168.56.104","192.168.56.105","TCP","60","80  >  2024 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","2024"
"2650","1595013268.746","192.168.56.105","192.168.56.104","TCP","54","1999  >  80 [RST] Seq=1 Win=0 Len=0","1999","80"
"2651","1595013268.746","192.168.56.105","192.168.56.104","TCP","54","2191  >  80 [SYN] Seq=0 Win=512 Len=0","2191","80"
"2652","1595013268.746","192.168.56.105","192.168.56.104","TCP","54","2000  >  80 [RST] Seq=1 Win=0 Len=0","2000","80"
"2653","1595013268.746","192.168.56.105","192.168.56.104","TCP","54","2001  >  80 [RST] Seq=1 Win=0 Len=0","2001","80"
"2654","1595013268.746","192.168.56.104","192.168.56.105","TCP","60","80  >  2025 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","2025"
"2655","1595013268.746","192.168.56.105","192.168.56.104","TCP","54","2002  >  80 [RST] Seq=1 Win=0 Len=0","2002","80"
"2656","1595013268.746","192.168.56.105","192.168.56.104","TCP","54","2003  >  80 [RST] Seq=1 Win=0 Len=0","2003","80"
"2657","1595013268.746","192.168.56.105","192.168.56.104","TCP","54","2004  >  80 [RST] Seq=1 Win=0 Len=0","2004","80"
"2658","1595013268.746","192.168.56.104","192.168.56.105","TCP","60","80  >  2026 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","2026"
"2659","1595013268.746","192.168.56.105","192.168.56.104","TCP","54","2005  >  80 [RST] Seq=1 Win=0 Len=0","2005","80"
"2660","1595013268.746","192.168.56.105","192.168.56.104","TCP","54","2006  >  80 [RST] Seq=1 Win=0 Len=0","2006","80"
"2661","1595013268.746","192.168.56.104","192.168.56.105","TCP","60","80  >  2027 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","2027"
"2662","1595013268.746","192.168.56.105","192.168.56.104","TCP","54","2192  >  80 [SYN] Seq=0 Win=512 Len=0","2192","80"
"2663","1595013268.746","192.168.56.105","192.168.56.104","TCP","54","2007  >  80 [RST] Seq=1 Win=0 Len=0","2007","80"
"2664","1595013268.746","192.168.56.105","192.168.56.104","TCP","54","2008  >  80 [RST] Seq=1 Win=0 Len=0","2008","80"
"2665","1595013268.746","192.168.56.104","192.168.56.105","TCP","60","80  >  2028 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","2028"
"2666","1595013268.746","192.168.56.105","192.168.56.104","TCP","54","2009  >  80 [RST] Seq=1 Win=0 Len=0","2009","80"
"2667","1595013268.746","192.168.56.105","192.168.56.104","TCP","54","2010  >  80 [RST] Seq=1 Win=0 Len=0","2010","80"
"2668","1595013268.746","192.168.56.105","192.168.56.104","TCP","54","2011  >  80 [RST] Seq=1 Win=0 Len=0","2011","80"
"2669","1595013268.746","192.168.56.104","192.168.56.105","TCP","60","80  >  2029 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","2029"
"2670","1595013268.746","192.168.56.105","192.168.56.104","TCP","54","2012  >  80 [RST] Seq=1 Win=0 Len=0","2012","80"
"2671","1595013268.746","192.168.56.105","192.168.56.104","TCP","54","2013  >  80 [RST] Seq=1 Win=0 Len=0","2013","80"
"2672","1595013268.746","192.168.56.104","192.168.56.105","TCP","60","80  >  2030 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","2030"
"2673","1595013268.746","192.168.56.105","192.168.56.104","TCP","54","2193  >  80 [SYN] Seq=0 Win=512 Len=0","2193","80"
"2674","1595013268.746","192.168.56.105","192.168.56.104","TCP","54","2014  >  80 [RST] Seq=1 Win=0 Len=0","2014","80"
"2675","1595013268.746","192.168.56.105","192.168.56.104","TCP","54","2015  >  80 [RST] Seq=1 Win=0 Len=0","2015","80"
"2676","1595013268.746","192.168.56.104","192.168.56.105","TCP","60","80  >  2031 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","2031"
"2677","1595013268.746","192.168.56.105","192.168.56.104","TCP","54","2016  >  80 [RST] Seq=1 Win=0 Len=0","2016","80"
"2678","1595013268.746","192.168.56.105","192.168.56.104","TCP","54","2017  >  80 [RST] Seq=1 Win=0 Len=0","2017","80"
"2679","1595013268.746","192.168.56.104","192.168.56.105","TCP","60","80  >  2032 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","2032"
"2680","1595013268.746","192.168.56.105","192.168.56.104","TCP","54","2018  >  80 [RST] Seq=1 Win=0 Len=0","2018","80"
"2681","1595013268.746","192.168.56.105","192.168.56.104","TCP","54","2194  >  80 [SYN] Seq=0 Win=512 Len=0","2194","80"
"2682","1595013268.746","192.168.56.105","192.168.56.104","TCP","54","2195  >  80 [SYN] Seq=0 Win=512 Len=0","2195","80"
"2683","1595013268.746","192.168.56.104","192.168.56.105","TCP","60","80  >  2033 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","2033"
"2684","1595013268.746","192.168.56.105","192.168.56.104","TCP","54","2196  >  80 [SYN] Seq=0 Win=512 Len=0","2196","80"
"2685","1595013268.746","192.168.56.105","192.168.56.104","TCP","54","2019  >  80 [RST] Seq=1 Win=0 Len=0","2019","80"
"2686","1595013268.746","192.168.56.105","192.168.56.104","TCP","54","2197  >  80 [SYN] Seq=0 Win=512 Len=0","2197","80"
"2687","1595013268.746","192.168.56.104","192.168.56.105","TCP","60","80  >  2034 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","2034"
"2688","1595013268.746","192.168.56.105","192.168.56.104","TCP","54","2020  >  80 [RST] Seq=1 Win=0 Len=0","2020","80"
"2689","1595013268.746","192.168.56.105","192.168.56.104","TCP","54","2021  >  80 [RST] Seq=1 Win=0 Len=0","2021","80"
"2690","1595013268.746","192.168.56.104","192.168.56.105","TCP","60","80  >  2035 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","2035"
"2691","1595013268.746","192.168.56.105","192.168.56.104","TCP","54","2022  >  80 [RST] Seq=1 Win=0 Len=0","2022","80"
"2692","1595013268.746","192.168.56.105","192.168.56.104","TCP","54","2198  >  80 [SYN] Seq=0 Win=512 Len=0","2198","80"
"2693","1595013268.746","192.168.56.105","192.168.56.104","TCP","54","2199  >  80 [SYN] Seq=0 Win=512 Len=0","2199","80"
"2694","1595013268.746","192.168.56.104","192.168.56.105","TCP","60","80  >  2036 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","2036"
"2695","1595013268.746","192.168.56.105","192.168.56.104","TCP","54","2200  >  80 [SYN] Seq=0 Win=512 Len=0","2200","80"
"2696","1595013268.746","192.168.56.104","192.168.56.105","TCP","60","80  >  2037 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","2037"
"2697","1595013268.746","192.168.56.104","192.168.56.105","TCP","60","80  >  2038 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","2038"
"2698","1595013268.746","192.168.56.104","192.168.56.105","TCP","60","80  >  2039 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","2039"
"2699","1595013268.746","192.168.56.105","192.168.56.104","TCP","54","2023  >  80 [RST] Seq=1 Win=0 Len=0","2023","80"
